sample_id,ngs_runid,duplicate_id,ngs_rundate,ngs_location,ngs_provider,ngs_submission,ngs_platform,primer_scheme,nanopore_platform,ngs_flowcell,illumina_platform,ngs_prep,ngs_barcode,ngs_library,ngs_analysis_type,ngs_merged_from,total_reads,mapped_reads,mean_depth,stdev_depth,median_depth,minimum_reads,maximum_reads,genomecov_depthx1,genomecov_depthx5,genomecov_depthx20,genomecov_depthx100,genbank_accession,consensus_coverage,consensus_fasta,ngs_notes,redcap_repeat_instrument,redcap_repeat_instance,redcap_data_access_group
Rab12/002,sangerN405,1,22/12/2016,APHA,,,Sanger,,Unknown,NA,Unknown,SangerPCR,NA,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | TVLA;APHA,sequencing,1,east_africa
SD635,NGSMay18,1,01/05/2018,APHA,,BTF856,Illumina,,Unknown,NA,Nextseq,Metagenomic,,Pass,Single_run,,840141,5107,115.7550952,35.78260245,114,0,254,11857,11809,11764,8158,,99.0438648,NA, | APHA,sequencing,1,east_africa
SD642,NGSMay18,1,01/05/2018,APHA,,BTF856,Illumina,,Unknown,NA,Nextseq,Metagenomic,,Pass,Single_run,,846479,0,0,0,0,0,NA,NA,NA,NA,NA,,0,NA, | APHA,sequencing,1,east_africa
SD643,NGSMay18,1,01/05/2018,APHA,,BTF856,Illumina,,Unknown,NA,Nextseq,Metagenomic,,Pass,Single_run,,2405280,37025,720.552881,258.9085335,710,0,1336,11919,11899,11855,11801,,99.79870838,NA, | APHA,sequencing,1,east_africa
SD644,NGSMay18,1,01/05/2018,APHA,,BTF856,Illumina,,Unknown,NA,Nextseq,Metagenomic,,Pass,Single_run,,1772936,14518,307.3718024,110.7143232,301,0,665,11848,11828,11805,11708,,99.20322067,NA, | APHA,sequencing,1,east_africa
SD645,NGSMay18,1,01/05/2018,APHA,,BTF856,Illumina,,Unknown,NA,Nextseq,Metagenomic,,Pass,Single_run,,1049508,3789,84.35938942,87.53048934,36,0,382,11908,11792,10904,3566,,98.90128323,NA, | APHA,sequencing,1,east_africa
SD646,NGSMay18,1,01/05/2018,APHA,,BTF856,Illumina,,Unknown,NA,Nextseq,Metagenomic,,Pass,Single_run,,129321,0,0,0,0,0,NA,NA,NA,NA,NA,,0,NA, | APHA,sequencing,1,east_africa
SD647,NGSMay18,1,01/05/2018,APHA,,BTF856,Illumina,,Unknown,NA,Nextseq,Metagenomic,,Pass,Single_run,,192217,1041,23.74268221,8.409910939,23,0,53,11852,11728,8195,0,,98.36450558,NA, | APHA,sequencing,1,east_africa
SD648,NGSMay18,1,01/05/2018,APHA,,BTF856,Illumina,,Unknown,NA,Nextseq,Metagenomic,,Pass,Single_run,,1102422,3196,73.90270905,23.13253127,73,0,146,11835,11784,11704,1431,,98.83418603,NA, | FIELD;APHA,sequencing,1,east_africa
SD650,NGSMay18,1,01/05/2018,APHA,,BTF856,Illumina,,Unknown,NA,Nextseq,Metagenomic,,Pass,Single_run,,1419406,3585,77.94196092,58.38060957,61,0,384,11874,11845,11731,1881,,99.34580223,NA, | APHA,sequencing,1,east_africa
SD657,NGSMay18,1,01/05/2018,APHA,,BTF856,Illumina,,Unknown,NA,Nextseq,Metagenomic,,Pass,Single_run,,1643173,14588,303.1223685,128.4640538,286,1,793,11923,11858,11830,11583,,99.45483519,NA, | APHA,sequencing,1,east_africa
SD659,NGSMay18,1,01/05/2018,APHA,,BTF856,Illumina,,Unknown,NA,Nextseq,Metagenomic,,Pass,Single_run,,1247876,1848,40.8018955,21.3171073,36,0,145,11832,11793,10669,278,,98.90967038,NA, | APHA,sequencing,1,east_africa
SD660,NGSMay18,1,01/05/2018,APHA,,BTF856,Illumina,,Unknown,NA,Nextseq,Metagenomic,,Pass,Single_run,,2009970,6934,146.4496352,85.55819093,124,0,452,11921,11859,11782,8415,,99.46322234,NA, | APHA,sequencing,1,east_africa
SD662,NGSMay18,1,01/05/2018,APHA,,BTF856,Illumina,,Unknown,NA,Nextseq,Metagenomic,,Pass,Single_run,,926039,1866,41.85230227,13.21630058,41,0,95,11895,11880,11485,0,,99.63935251,NA, | APHA,sequencing,1,east_africa
SD664,NGSMay18,1,01/05/2018,APHA,,BTF856,Illumina,,Unknown,NA,Nextseq,Metagenomic,,Pass,Single_run,,1235086,5844,135.539797,45.16896262,131,0,265,11893,11814,11737,9766,,99.08580055,NA, | APHA,sequencing,1,east_africa
SD666,NGSMay18,1,01/05/2018,APHA,,BTF856,Illumina,,Unknown,NA,Nextseq,Metagenomic,,Pass,Single_run,,2090945,1,0.025245324,0.156875944,0,0,1,301,0,0,0,,0,NA, | APHA,sequencing,1,east_africa
SD667,NGSMay18,1,01/05/2018,APHA,,BTF856,Illumina,,Unknown,NA,Nextseq,Metagenomic,,Pass,Single_run,,1520931,5895,133.5062484,40.97146347,132,0,274,11894,11850,11776,9308,,99.38773799,NA, | APHA,sequencing,1,east_africa
SD668,NGSMay18,1,01/05/2018,APHA,,BTF856,Illumina,,Unknown,NA,Nextseq,Metagenomic,,Pass,Single_run,,2602126,389285,5079.508094,1634.81327,5261,33,7996,11923,11923,11923,11895,,100,NA, | APHA,sequencing,1,east_africa
SD669,NGSMay18,1,01/05/2018,APHA,,BTF856,Illumina,,Unknown,NA,Nextseq,Metagenomic,,Pass,Single_run,,2348958,3334,71.36559591,31.14746943,65,0,189,11860,11808,11648,1824,,99.03547765,NA, | APHA,sequencing,1,east_africa
SD670,NGSMay18,1,01/05/2018,APHA,,BTF856,Illumina,,Unknown,NA,Nextseq,Metagenomic,,Pass,Single_run,,2793012,6170,129.5301518,46.25308553,122,0,279,11868,11852,11829,8620,,99.40451229,NA, | APHA,sequencing,1,east_africa
SD671,NGSMay18,1,01/05/2018,APHA,,BTF856,Illumina,,Unknown,NA,Nextseq,Metagenomic,,Pass,Single_run,,1314826,0,0,0,0,0,NA,NA,NA,NA,NA,,0,NA, | APHA,sequencing,1,east_africa
SD672,NGSMay18,1,01/05/2018,APHA,,BTF856,Illumina,,Unknown,NA,Nextseq,Metagenomic,,Pass,Single_run,,2150242,1,0.02499371,0.171475307,0,0,2,268,0,0,0,,0,NA, | APHA,sequencing,1,east_africa
SD673,NGSMay18,1,01/05/2018,APHA,,BTF856,Illumina,,Unknown,NA,Nextseq,Metagenomic,,Pass,Single_run,,2005858,0,0,0,0,0,NA,NA,NA,NA,NA,,0,NA, | APHA,sequencing,1,east_africa
SD674,NGSMay18,1,01/05/2018,APHA,,BTF856,Illumina,,Unknown,NA,Nextseq,Metagenomic,,Pass,Single_run,,1787084,3807,80.6859012,40.5709821,72,0,285,11914,11836,11773,2808,,99.27031787,NA, | APHA,sequencing,1,east_africa
SD675,NGSMay18,1,01/05/2018,APHA,,BTF856,Illumina,,Unknown,NA,Nextseq,Metagenomic,,Pass,Single_run,,1296421,0,0,0,0,0,NA,NA,NA,NA,NA,,0,NA, | APHA,sequencing,1,east_africa
SD678,NGSMay18,1,01/05/2018,APHA,,BTF856,Illumina,,Unknown,NA,Nextseq,Metagenomic,,Pass,Single_run,,2033180,6274,134.3166988,60.56399089,124,1,403,11923,11865,11837,8179,,99.51354525,NA, | APHA,sequencing,1,east_africa
SD679,NGSMay18,1,01/05/2018,APHA,,BTF856,Illumina,,Unknown,NA,Nextseq,Metagenomic,,Pass,Single_run,,1455940,2501,55.17025916,37.66280476,45,0,247,11890,11759,11171,1065,,98.62450725,NA, | APHA,sequencing,1,east_africa
SD680,NGSMay18,1,01/05/2018,APHA,,BTF856,Illumina,,Unknown,NA,Nextseq,Metagenomic,,Pass,Single_run,,2970640,1953484,7769.761721,720.9742667,7911,55,8001,11923,11923,11923,11919,,100,NA, | APHA,sequencing,1,east_africa
SD688,NGSMay18,1,01/05/2018,APHA,,BTF856,Illumina,,Unknown,NA,Nextseq,Metagenomic,,Pass,Single_run,,2292807,7,0.15063323,0.43514674,0,0,2,1430,0,0,0,,0,NA, | APHA,sequencing,1,east_africa
SD689,NGSMay18,1,01/05/2018,APHA,,BTF856,Illumina,,Unknown,NA,Nextseq,Metagenomic,,Pass,Single_run,,1788157,7,0.126058878,0.452354417,0,0,3,944,0,0,0,,0,NA, | APHA,sequencing,1,east_africa
SD692,NGSMay18,1,01/05/2018,APHA,,BTF856,Illumina,,Unknown,NA,Nextseq,Metagenomic,,Pass,Single_run,,1820192,1,0.019038833,0.164006156,0,0,2,178,0,0,0,,0,NA, | APHA,sequencing,1,east_africa
KIL/Sept/2010/003(SR016)1717,miseq7,1,20/08/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N711/S506,Pass,Single_run,,644471,5779,117.8547345,61.33140209,108,4,355,11923,11890,11758,7012,KR906765,99.72322402,NA, | APHA;SUA,sequencing,1,east_africa
MOR/April/2010/007(SR009)1710,miseq7,1,20/08/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N710/S506,Pass,Single_run,,671941,1841,36.43822863,26.68874577,29,0,167,11913,11825,9335,711,KR906762,99.17805921,NA, | APHA;SUA,sequencing,1,east_africa
Rab10/11(D11-236/M2011/13)1663,miseq7,1,20/08/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N711/S507,Pass,Single_run,,164435,1233,27.52067433,14.12549991,24,0,74,11865,11800,7962,0,KR906754,98.96838044,NA, | APHA;CVL,sequencing,1,east_africa
Rab102(D10-1429)1649,miseq7,2,20/08/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N708/S506,Pass,Single_run,,244269,30133,500.1431687,152.0842913,488,8,911,11923,11923,11914,11834,KR906748,100,NA, | APHA;CVL,sequencing,2,east_africa
Rab50/11(D07-394)1701OR1730,miseq7,1,20/08/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N709/S506,Pass,Single_run,,642518,1185,23.00335486,10.76763413,22,0,69,11912,11753,6807,0,,98.57418435,NA, | APHA,sequencing,1,east_africa
Rab9/11(D11-236/M2011/11)1662,miseq7,1,20/08/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N710/S507,Pass,Single_run,,238736,7288,153.9267802,96.49902934,121,0,478,11922,11874,11766,8015,KR906753,99.58902961,NA, | APHA;CVL,sequencing,1,east_africa
SD108RV284(2495),miseq7,1,20/08/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N707/S506,Pass,Single_run,,972831,6859,130.1497945,65.00916693,116,3,438,11923,11909,11842,7791,KR906734,99.88257989,NA, | APHA,sequencing,1,east_africa
SD109/08RV275(2491),miseq7,1,20/08/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N710/S505,Pass,Single_run,,710239,4892,102.5319131,66.38406084,78,2,364,11923,11914,11888,3834,KR534218,99.92451564,NA, | APHA,sequencing,1,east_africa
SD111RV274(2490),miseq7,1,20/08/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N709/S505,Pass,Single_run,,506362,3828,79.5513713,35.2366092,73,5,216,11923,11923,11864,2241,KR534217,100,NA, | APHA,sequencing,1,east_africa
SD113RV277(2493),miseq7,1,20/08/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N712/S505,Pass,Single_run,,652063,2189,44.84743773,32.17430391,33,2,171,11923,11862,10617,1221,KR534220,99.4883838,NA, | APHA,sequencing,1,east_africa
SD115RV262(2485),miseq7,1,20/08/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N708/S508,Pass,Single_run,,83151,239,4.549442254,3.311253881,4,0,18,10995,5263,0,0,,44.14157511,NA, | APHA,sequencing,1,east_africa
SD121/09RV270(2489),miseq7,1,20/08/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N709/S508,Pass,Single_run,,671628,784,15.82143756,6.414163214,15,1,44,11923,11704,2868,0,,98.16321396,NA, | APHA,sequencing,1,east_africa
SD124A/08RV278(2494),miseq7,1,20/08/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N712/S508,Pass,Single_run,,690345,28,0.417847857,0.815997263,0,0,4,2870,0,0,0,,0,NA, | APHA,sequencing,1,east_africa
SD152(Rab22/11)1673,miseq7,1,20/08/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N712/S507,Pass,Single_run,,412735,838,16.98356118,8.179113717,16,0,50,11849,11534,4180,0,KR534229,96.73739831,NA, | APHA;CVL,sequencing,1,east_africa
SD175/RNBSDC0411,miseq7,1,20/08/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N707/S508,Pass,Single_run,,182623,10208,158.5878554,87.51717675,139,0,559,11914,11907,11847,8726,,99.86580559,NA, | APHA,sequencing,1,east_africa
SD200/MUGSDC0711,miseq7,1,20/08/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N711/S508,Pass,Single_run,,684866,763,15.01081942,16.38210079,10,0,108,11676,10020,2297,22,,84.03925187,NA, | APHA,sequencing,1,east_africa
SD220/BTGSDC0911,miseq7,1,20/08/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N710/S508,Pass,Single_run,,161719,664,11.5975845,6.119889351,11,0,37,11764,10558,1078,0,,88.55153904,NA, | APHA,sequencing,1,east_africa
SD239,miseq7,1,20/08/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N708/S507,Pass,Single_run,,182651,392,6.232827309,4.054088997,6,0,20,11076,7241,15,0,,60.73135956,NA, | APHA,sequencing,1,east_africa
SD257,miseq7,1,20/08/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N709/S507,Pass,Single_run,,595482,20118,409.5466745,127.2087338,404,7,764,11923,11923,11914,11782,KY210307,100,NA, | APHA,sequencing,1,east_africa
SD281,miseq7,1,20/08/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N712/S506,Pass,Single_run,,1165598,2787,57.95345131,22.23147122,55,2,134,11923,11914,11737,439,KR906783,99.92451564,NA, | APHA,sequencing,1,east_africa
SD308,miseq6,1,05/08/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N711/S507,Pass,Single_run,,950292,46140,739.9427158,182.38087,739,33,1238,11923,11923,11923,11873,KR906790,100,NA, | APHA,sequencing,1,east_africa
SD311A,miseq6,1,05/08/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N712/S507,Pass,Single_run,,513626,838,18.58458442,8.573206501,17,0,54,11914,11805,4694,0,,99.0103162,NA, | APHA,sequencing,1,east_africa
SD314,miseq6,1,05/08/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N712/S508,Pass,Single_run,,550451,497,11.33053762,13.59907863,8,0,102,11895,9705,1056,5,,81.39729934,NA, | APHA,sequencing,1,east_africa
SD317,miseq7,1,20/08/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N707/S507,Pass,Single_run,,995851,672,12.76339847,6.014713458,12,0,42,11756,11220,1602,0,,94.10383293,NA, | APHA,sequencing,1,east_africa
SD320B,miseq7,1,20/08/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N707/S505,Pass,Single_run,,455088,128,1.97609662,2.215003277,2,0,11,7407,1362,0,0,,11.42329951,NA, | APHA,sequencing,1,east_africa
SD99RV276(2492),miseq7,1,20/08/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N711/S505,Pass,Single_run,,820999,5998,101.2060723,53.15896836,86,4,303,11923,11916,11837,4966,KR534219,99.94128994,NA, | APHA,sequencing,1,east_africa
(PM/333)PMM/333/09(1703),miseq4,1,26/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N705/S503,Pass,Single_run,,553903,627,13.14845257,6.107788987,12,0,44,11814,11264,1817,0,,94.47286757,NA, | APHA;CVL,sequencing,1,east_africa
(ROBMA)SD08/2009RV313(2503)1635,miseq3,1,16/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N703/S502,Pass,Single_run,,662464,1322,28.73907574,12.81848837,28,0,72,11909,11813,8674,0,KR906740,99.0774134,NA, | APHA,sequencing,1,east_africa
21-8108(1639),miseq3,1,16/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N706/S502,Pass,Single_run,,472571,5342,121.4083704,57.64238525,107,0,307,11922,11883,11770,6990,,99.66451396,NA, | APHA;CVL,sequencing,1,east_africa
D09-942(1702),miseq4,1,26/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N704/S503,Pass,Single_run,,545425,3958,87.95252873,30.73455566,86,0,181,11913,11892,11725,4141,,99.73999832,NA, | APHA,sequencing,1,east_africa
IG3(x2)RV302(2498),miseq3,1,16/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N704/S501,Pass,Single_run,,97257,2796,61.65310744,29.0390398,54,0,158,11903,11850,11475,1469,KR906735,99.38773799,NA, | APHA,sequencing,1,east_africa
IG4(x2)RV303(2499),miseq3,1,16/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N705/S501,Pass,Single_run,,233292,30079,530.4394028,177.0103767,517,6,1057,11923,11923,11912,11777,KR906736,100,NA, | APHA,sequencing,1,east_africa
KIL/Sept/2010/002(SR015)1716,miseq2,1,04/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N702/S501,Pass,Single_run,,535644,3830,77.84659901,54.29651549,59,0,306,11921,11909,11609,2750,KR906764,99.88257989,NA, | APHA;SUA,sequencing,1,east_africa
LOL0103/LOL0603????RV318(2504),miseq3,1,16/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N704/S502,Pass,Single_run,,684418,96124,1885.391177,745.1239815,1824,2,4030,11923,11921,11910,11852,KR906741,99.9832257,NA, | APHA,sequencing,1,east_africa
MOR/April/2010/001(SR003)1705,miseq4,1,26/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N706/S503,Pass,Single_run,,464977,1214,24.00134194,11.3919141,23,0,68,11770,11605,7468,0,,97.33288602,NA, | APHA;SUA,sequencing,1,east_africa
MOR/April/2010/003(SR005)1706,miseq4,1,26/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N701/S504,Pass,Single_run,,621292,1088,19.79635998,12.56070501,18,0,75,11720,10874,5296,0,KR906759,91.20187872,NA, | APHA;SUA,sequencing,1,east_africa
MOR/April/2010/004(SR008)1707,miseq4,1,26/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N702/S504,Pass,Single_run,,600416,4882,101.6856496,37.64001409,95,0,245,11920,11914,11794,5296,KR906760,99.92451564,NA, | APHA;SUA,sequencing,1,east_africa
MOR/April/2010/005(SR006)1708,miseq4,1,26/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N703/S504,Pass,Single_run,,513662,774,15.65855909,8.044880161,15,0,46,11676,11381,3442,0,,95.45416422,NA, | APHA;SUA,sequencing,1,east_africa
MOR/April/2010/006(SR007)1709,miseq4,1,26/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N704/S504,Pass,Single_run,,496278,34,0.693114149,1.092980787,0,0,6,4569,104,0,0,,0.872263692,NA, | APHA;SUA,sequencing,1,east_africa
Rab01/11(D11-38)1655,miseq3,1,16/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N703/S504,Pass,Single_run,,529241,9,0.138052504,0.438918389,0,0,4,1227,0,0,0,,0,NA, | APHA;CVL,sequencing,1,east_africa
Rab100(D10-1041)1648,miseq3,1,16/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N706/S503,Pass,Single_run,,497078,5331,120.7373983,44.07526884,112,2,276,11923,11879,11794,7646,KR906747,99.63096536,NA, | APHA;CVL,sequencing,1,east_africa
Rab103(D10-1429)1650,miseq3,1,16/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N701/S504,Pass,Single_run,,467350,196,4.49081607,2.588473805,4,0,14,11698,5514,0,0,,46.24674998,NA, | APHA;CVL,sequencing,1,east_africa
Rab107(D10-1429)1654,miseq3,1,16/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N702/S504,Pass,Single_run,,601816,1957,41.13637507,30.72155014,32,0,155,11855,11811,9442,904,KR906750,99.0606391,NA, | APHA;CVL,sequencing,1,east_africa
Rab40/11(1691),miseq4,1,26/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N701/S503,Pass,Single_run,,582259,25,0.35410551,0.812323641,0,0,6,2514,76,0,0,,0.637423467,NA, | APHA,sequencing,1,east_africa
Rab41/11(D11-440A)1692,miseq4,1,26/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N702/S503,Pass,Single_run,,566380,7320,151.3166149,100.9921516,115,0,430,11922,11881,11765,7053,,99.64773966,NA, | APHA,sequencing,1,east_africa
Rab49/11(noID)1700,miseq4,1,26/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N703/S503,Pass,Single_run,,626625,6,0.07615533,0.348848486,0,0,4,674,0,0,0,,0,NA, | APHA,sequencing,1,east_africa
Rab5/11(D11-178B)1658,miseq3,1,16/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N704/S504,Pass,Single_run,,626461,11004,227.321144,80.02241725,216,8,490,11923,11923,11863,11573,KR906752,100,NA, | APHA;CVL,sequencing,1,east_africa
Rab87(D10-333)virology871641,miseq3,1,16/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N702/S503,Pass,Single_run,,609669,989,22.55321647,9.132709905,22,0,49,11914,11831,7330,0,KR906743,99.22838212,NA, | APHA;CVL,sequencing,1,east_africa
Rab88/(D10-464/PM/206)1642,miseq3,1,16/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N703/S503,Pass,Single_run,,524693,1998,42.72783695,29.88829484,34,0,207,11914,11855,10564,698,KR906744,99.42967374,NA, | APHA;CVL,sequencing,1,east_africa
Rab93(D10-1240)1644,miseq3,1,16/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N704/S503,Pass,Single_run,,594234,377,7.750566133,3.800446999,7,0,23,11810,9401,48,0,,78.84760547,NA, | APHA;CVL,sequencing,1,east_africa
Rab96(D10-1314)1647,miseq3,1,16/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N705/S503,Pass,Single_run,,391899,6483,146.9068188,65.38860997,127,0,389,11907,11869,11834,9467,KR906746,99.54709385,NA, | APHA;CVL,sequencing,1,east_africa
Rab99(D10-1431)1729,miseq4,1,26/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N705/S504,Pass,Single_run,,536579,2178,43.89163801,20.49890647,42,0,114,11914,11740,10864,194,KR906766,98.46515139,NA, | APHA;CVL,sequencing,1,east_africa
sample(LOL0604?)RV308(2502),miseq3,1,16/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N702/S502,Pass,Single_run,,557108,7613,166.165814,107.0899001,139,4,611,11923,11920,11867,9481,KR906739,99.97483855,NA, | APHA,sequencing,1,east_africa
SD0404(_SD0504)RV306(2501),miseq3,1,16/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N701/S502,Pass,Single_run,,514331,5109,109.0212195,65.38694501,88,2,342,11923,11914,11872,4856,KR906738,99.92451564,NA, | APHA,sequencing,1,east_africa
SD114RV259(2483),miseq3,1,16/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N701/S501,Pass,Single_run,,198569,986,22.12295563,8.516115293,21,0,52,11914,11798,7072,0,KY210220,98.95160614,NA, | APHA,sequencing,1,east_africa
SD115RV262(2485),miseq6,2,05/08/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N707/S505,Pass,Single_run,,67302,190,3.694456093,2.783586945,3,0,18,10606,3810,0,0,,31.95504487,NA, | APHA,sequencing,2,east_africa
SD120/08RV305(2500),miseq3,1,16/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N706/S501,Pass,Single_run,,278877,709,15.99840644,7.316146514,15,0,39,11920,11597,3213,0,KR906737,97.26578881,NA, | APHA,sequencing,1,east_africa
SD121/09RV270(2489),miseq6,2,05/08/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N708/S505,Pass,Single_run,,661234,810,16.5387067,8.251350903,15,0,45,11914,11573,3609,0,,97.06449719,NA, | APHA,sequencing,2,east_africa
sd141(tissueandbrainfrozenandinglycerol)1638,miseq3,1,16/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N705/S502,Pass,Single_run,,519159,11194,250.5904554,115.4787004,221,2,637,11923,11914,11873,11700,KR906742,99.92451564,NA, | APHA,sequencing,1,east_africa
SD146(Rab16/11)1667,miseq3,1,16/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N705/S504,Pass,Single_run,,637848,5,0.091000587,0.400287638,0,0,2,623,0,0,0,,0,NA, | APHA;CVL,sequencing,1,east_africa
SD147(Rab17/11)1668,miseq3,1,16/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N706/S504,Pass,Single_run,,540181,431,9.796359977,7.124257008,8,0,42,11850,9452,1130,0,KY210224,79.27535016,NA, | APHA;CVL,sequencing,1,east_africa
SD150(Rab20/11)1671,miseq_test,1,20/03/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N701/S501,Pass,Single_run,,975896,7914,181.8842573,104.5071289,157,0,697,11914,11914,11881,10828,KR534228,99.92451564,NA, | APHA;CVL,sequencing,1,east_africa
SD153(Rab23/11)1674,miseq4,1,26/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N701/S501,Pass,Single_run,,94972,948,20.96359977,12.4890766,17,0,78,11917,11566,4982,0,KR534230,97.00578713,NA, | APHA;CVL,sequencing,1,east_africa
SD155(Rab25/11)1676,miseq4,1,26/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N702/S501,Pass,Single_run,,146857,293,6.034219576,3.97547462,5,0,23,11611,6687,46,0,,56.08487797,NA, | APHA;CVL,sequencing,1,east_africa
SD158(Rab28/11)1679,miseq4,1,26/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N703/S501,Pass,Single_run,,252920,417,8.357628114,4.148751019,8,0,23,11611,9963,125,0,,83.56118427,NA, | APHA;CVL,sequencing,1,east_africa
SD159(Rab29/11)1680,miseq4,1,26/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N705/S501,Pass,Single_run,,74386,1800,39.14350415,17.74938174,36,1,102,11923,11843,10844,15,KR906755,99.32902793,NA, | APHA;CVL,sequencing,1,east_africa
SD160(Rab30/11)1681,miseq4,1,26/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N706/S501,Pass,Single_run,,257312,954,19.41524784,9.371398466,18,1,58,11923,11488,5305,0,KR534233,96.35158937,NA, | APHA;CVL,sequencing,1,east_africa
SD161(Rab31/11)1682,miseq4,1,26/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N701/S502,Pass,Single_run,,184283,6089,134.8525539,41.33184391,131,2,304,11923,11914,11803,10124,KR534234,99.92451564,NA, | APHA,sequencing,1,east_africa
SD162(Rab32/11)1683,miseq4,1,26/07/2013,CVR,,,Illumina,,Unknown,NA,Miseq,Metagenomic,N702/S502,Pass,Single_run,,515676,26748,509.4881322,305.5838364,379,3,1369,11923,11921,11914,11831,KR534235,99.9832257,NA, | APHA;CVL,sequencing,1,east_africa
