sample_id,redcap_repeat_instrument,redcap_repeat_instance,redcap_data_access_group,sample_labid,sample_sequenceid,sample_batchid,apha_sub,apha_rv,sample_tissuetype,sample_buffer,country,hmpcr_n405,rtassay,rtqpcr,lateral_flow_test,fat,drit,diagnostic_result,test_centre,diag_notes,diagnostic_complete,ngs_runid,duplicate_id,ngs_rundate,ngs_location,ngs_provider,ngs_submission,ngs_platform,primer_scheme,nanopore_platform,ngs_flowcell,illumina_platform,ngs_prep,ngs_barcode,ngs_library,ngs_analysis_type,ngs_merged_from,total_reads,mapped_reads,mean_depth,stdev_depth,median_depth,minimum_reads,maximum_reads,genomecov_depthx1,genomecov_depthx5,genomecov_depthx20,genomecov_depthx100,negative_control_sample,genbank_accession,consensus_coverage,consensus_fasta,ngs_notes,sequencing_complete
2011100075,,,east_africa,18,18,,,,1,None,Kenya,,,,0,,,Positive,UNITID,DRIT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011100075,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,unitid_7th_Aug_2019,1,7/8/19,,MinIon,,0,,,,,,18,0,,,12502,12502,367.976516,409.5892816,223,0,2692,11886,11739,11187,8708,,OR920234,9211,2011100075.fasta,,2
2011100176,,,east_africa,15,15,,,,1,None,Kenya,,,,0,,,Positive,UNITID,DRIT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011100176,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,unitid_7th_Aug_2019,1,7/8/19,,MinIon,,0,,,,,,15,,,,7190,7190,213.1495429,199.4682863,155,0,1163,11761,11553,10639,8095,,,8471,2011100176.fasta,,2
2011100179,,,east_africa,6,6,,,,1,None,Kenya,,,,0,,,Positive,UNITID,DRIT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011100179,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,unitid_7th_Aug_2019,1,7/8/19,,MinIon,,0,,,,,,6,,,,3329,3329,96.15574939,123.9542283,66,0,778,10587,9331,7723,4230,,,6133,,,2
2011100186,,,east_africa,9,9,,,,1,None,Kenya,,,,0,,,Positive,UNITID,DRIT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011100186,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,unitid_7th_Aug_2019,1,7/8/19,,MinIon,,0,,,,,,9,0,,,37547,37547,1159.768599,1036.638138,952,0,3978,11802,11570,10878,9325,,OR920307,9911,2011100186.fasta,,2
2021153276,,,east_africa,45,45,,,,1,None,Kenya,,,,0,,,,UNITID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021153276,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,unitid_14_09_2022,1,14/09/2022,,MinIon,,0,,,FAR97669,,,68,0,,,42612,42612,1710.087142,1845.371858,1267,0,9804,11812,11746,11740,11489,,OR045927,11236,2021153276.fasta,,2
02196160414A,,,east_africa,17,17,,,,1,None,Kenya,,,,0,,,Positive,UNITID,DRIT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02196160414A,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,unitid_7th_Aug_2019,1,7/8/19,,MinIon,,0,,,,,,17,0,,,26878,26878,798.9916967,895.2394276,560,0,5467,11878,11756,11506,9911,,OR920336,9800,02196160414A.fasta,,2
AR02,,,east_africa,6,6,,,,1,None,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR02,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_RABV_10_March_2022,1,10/3/22,,MinIon,,0,,,FAN52650,,,6,0,,,237256,237256,11521.21924,7113.874912,10308,0,43230,11921,11814,11751,11743,,OR920225,11669,,,2
AR03,,,east_africa,7,7,,,,1,None,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR03,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_RABV_10_March_2022,1,10/3/22,,MinIon,,0,,,FAN52650,,,7,0,,,312995,312995,17667.81171,12285.95165,14240,0,64027,11921,11898,11797,11744,,OR920240,11670,AR03.fasta,,2
CAR-22-018,,,philippines,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR-22-018,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run10_23,1,2/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAU43074,,Amplicon,barcode22,,Single_run,,30194,30194,1064.428847,581.1501607,939.5,0,2860,11684,11677,11676,11674,No,NA,11584,CAR-22-018__run10_23__instance1.fasta,,2
CAR-22-020,,,philippines,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR-22-020,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run10_23,1,2/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAU43074,,Amplicon,barcode23,,Single_run,,42521,42521,1462.850235,783.975831,1363,0,3806,11906,11885,11881,11676,No,NA,11798,CAR-22-020__run10_23__instance1.fasta,,2
COW,,,philippines,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COW,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run2_21,1,29/10/2021,RITM,,,Nanopore,rabvSEasia,Minion,FAQ75669,,Amplicon,barcode17,,Single_run,,173426,173426,5842.35652,3898.785344,5569.5,0,16806,11696,11676,11676,11625,No,NA,11594,COW__run2_21__instance1.fasta,,2
GOAT,,,philippines,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOAT,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run2_21,1,29/10/2021,RITM,,,Nanopore,rabvSEasia,Minion,FAQ75669,,Amplicon,barcode16,,Single_run,,7321,7321,272.8347301,123.4178471,244,0,613,11886,11868,11676,11301,No,NA,11581,GOAT__run2_21__instance1.fasta,,2
H-21-002,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-21-002,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run4,1,24-Mar-25,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode65,,Single_run,,1121,992,35.96287295,62.19283251,19,0,390,11513,10012,5758,450,No,NA,4148,H-21-002__rabv_4b_2025_r10_run4__instance1.fasta,,0
H-21-005,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-21-005,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run4,1,24-Mar-25,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode68,,Single_run,,2256,2071,72.40160912,136.395229,29,0,824,11501,10420,7563,2265,No,NA,5393,H-21-005__rabv_4b_2025_r10_run4__instance1.fasta,,0
H-23-011-Sk_10,,,philippines,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-23-011-Sk_10,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run10_23,1,2/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAU43074,,Amplicon,barcode21,,Single_run,,9365,9365,287.2930774,262.3817771,221,0,1417,10835,10820,10473,8231,No,NA,10149,H-23-011-Sk_10__run10_23__instance1.fasta,,2
H-23-011Sa_10,,,philippines,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-23-011Sa_10,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run10_23,1,2/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAU43074,,Amplicon,barcode20,,Single_run,,824,824,25.46672813,91.57652708,0,0,512,988,984,979,920,No,NA,922,H-23-011Sa_10__run10_23__instance1.fasta,,2
H-23-011Sa_11,,,philippines,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-23-011Sa_11,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run11_23,1,6/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAT96586,,Amplicon,barcode52,,Single_run,,1246,1246,39.10777741,120.4332724,0,0,764,4791,3948,3363,978,No,NA,3054,H-23-011Sa_11__run11_23__instance1.fasta,,2
H-23-011Sa_12,,,philippines,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-23-011Sa_12,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run12_23,1,8/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAT89919,,Amplicon,barcode93,,Single_run,,320,320,9.889456923,42.35118176,0,0,300,1364,1351,669,384,No,NA,612,H-23-011Sa_12__run12_23__instance1.fasta,,2
H-23-011Sk_12,,,philippines,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-23-011Sk_12,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run12_23,1,8/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAT89919,,Amplicon,barcode92,,Single_run,,19329,19329,626.5606772,537.1848781,543,0,2432,11206,11174,10734,9251,No,PP858762,10512,H-23-011Sk_12__run12_23__instance1.fasta,,2
H-25-18-2,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-25-18-2,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run4,1,24-Mar-25,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode67,,Single_run,,955,866,30.9389876,40.5471831,12,0,248,10764,9244,4914,546,No,NA,3626,H-25-18-2__rabv_4b_2025_r10_run4__instance1.fasta,,0
H17-001,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H17-001,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run3,1,24-Mar-25,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode36,,Single_run,,1180,1061,39.76600738,55.42239619,13,0,271,11353,10502,4963,1464,No,NA,3554,H17-001__rabv_4b_2025_r10_run4__instance1.fasta,,0
H22-01,,,philippines,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H22-01,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run5_21,1,1/3/22,RITM,,,Nanopore,rabvSEasia,Minion,FAQ67517,,Amplicon,barcode20,,Single_run,,105322,105322,3460.889457,2939.418139,3087,0,11872,11361,10908,10702,10060,No,NA,10524,H22-01__run5_21__instance1.fasta,,2
H24-007,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H24-007,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2024_R10_run1,1,6-Nov-24,RITM,,,Nanopore,rabvSEasia,Minion,FAZ05583,,Amplicon,barcode09,,Single_run,,8813,8402,287.3079953,454.3651003,41,0,1951,11746,10661,7685,4789,No,NA,6837,H24-007__rabv_4b_2025_r10_run4__instance1.fasta,,0
H24-010,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H24-010,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2024_R10_run1,1,6-Nov-24,RITM,,,Nanopore,rabvSEasia,Minion,FAZ05583,,Amplicon,barcode10,,Single_run,,10208,9797,332.8023802,849.4812755,50,0,4884,11886,11480,8902,3814,No,NA,6946,H24-010__rabv_4b_2025_r10_run4__instance1.fasta,,0
H24-028,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H24-028,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2024_R10_run1,1,6-Nov-24,RITM,,,Nanopore,rabvSEasia,Minion,FAZ05583,,Amplicon,barcode11,,Single_run,,33714,29496,1100.77288,1538.046697,665,0,9626,11900,11834,11663,10725,No,NA,11407,H24-028__rabv_4b_2025_r10_run4__instance1.fasta,,0
H24-068,,,philippines,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H24-068,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,rabv_4b_2024_R10_run1,1,6-Nov-24,RITM,,,Nanopore,rabvSEasia,Minion,FAZ05583,,Amplicon,barcode13,,Single_run,,48460,44847,1549.051877,2033.996145,473,0,8679,11894,11885,11328,8967,No,NA,10446,H24-068__rabv_4b_2025_r10_run4__instance1.fasta,,0
HB002,,,east_africa,Human_brain,3,,,,1,None,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB002,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_Training_21_04_2021,1,21/04/2021,,MinIon,,0,,,FAP64564,,,3,0,,,227230,227230,11192.61268,5272.719232,10922,0,23287,11913,11902,11897,11897,,OR920212,11667,HB002.fasta,,2
HS001,,,east_africa,9,9,,,,3,None,Tanzania,,,,0,,,Negative,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS001,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,RABV_kcri_13nov_KCRI_2019,1,13/11/2019,,MinIon,,0,,,,,,9,,,,,,,,,,,,,,,,,,HS001.fasta,Human saliva,2
HS001,sequencing,2,east_africa,,,,,,,,,,,,,,,,,,,KCRI_Training_21_04_2021,2,21/04/2021,,MinIon,,0,,,FAP64564,,,10,,,,,,,,,,,,,,,,,,,Human saliva,2
HS001,sequencing,3,east_africa,,,,,,,,,,,,,,,,,,,,3,13/01/2022,,MinIon,,0,,,,,,9,,,,,,,,,,,,,,,,,,,Human saliva,2
HS002,,,east_africa,10,10,,,,1,None,Tanzania,,,,0,,,Negative,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS002,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,RABV_kcri_13nov_KCRI_2019,1,13/11/2019,,MinIon,,0,,,,,,10,,,,,,,,,,,,,,,,,,,Human brain,2
HS002,sequencing,2,east_africa,,,,,,,,,,,,,,,,,,,,2,13/01/2022,,MinIon,,0,,,,,,10,,,,,,,,,,,,,,,,,,,Human brain,2
HS003,,,east_africa,11,11,,,,4,None,Tanzania,,,,0,,,Negative,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS003,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,RABV_kcri_13nov_KCRI_2019,1,13/11/2019,,MinIon,,0,,,,,,11,,,,,,,,,,,,,,,,,,,Human lymph node,2
HS003,sequencing,2,east_africa,,,,,,,,,,,,,,,,,,,,2,13/01/2022,,MinIon,,0,,,,,,11,,,,,,,,,,,,,,,,,,,Human lymph node,2
IFA1013,,,east_africa,23,23,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFA1013,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_21_Nov_2022,1,21/11/2022,,MinIon,,0,,,FAU46094,,,23,0,,,154871,154871,9473.393357,6773.836263,7322,0,32982,11777,11755,11746,11743,,OR920253,11638,IFA1013.fasta,,2
IFA1021,,,east_africa,27,27,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFA1021,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_21_Nov_2022,1,21/11/2022,,MinIon,,0,,,FAU46094,,,27,0,,,24314,24314,1043.850457,1018.542473,811,0,5935,11813,11750,11428,10206,,OR920327,11249,IFA1021.fasta,,2
IFA1023,,,east_africa,29,29,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFA1023,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_21_Nov_2022,1,21/11/2022,,MinIon,,0,,,FAU46094,,,29,0,,,138462,138462,10860.00839,11118.26654,5743,0,40383,11904,11764,11746,11745,,OR920297,11650,IFA1023.fasta,,2
KD1004,,,east_africa,17,17,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KD1004,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_21_Nov_2022,1,21/11/2022,,MinIon,,0,,,FAU46094,,,17,0,,,79816,79816,2930.037071,1907.64569,2732,0,11296,11751,11747,11746,11740,,OR920319,11651,KD1004.fasta,,2
KIL1022,,,east_africa,30,30,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIL1022,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_21_Nov_2022,1,21/11/2022,,MinIon,,0,,,FAU46094,,,30,0,,,144363,144363,10362.91898,11317.88122,5144,0,41022,11754,11749,11746,11745,,OR920326,11643,KIL1022.fasta,,2
LN001,,,east_africa,10,10,,,,1,None,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LN001,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_RABV_10_March_2022,1,10/3/22,,MinIon,,0,,,FAN52650,,,10,0,,,159174,159174,5793.173027,4906.305189,4234,0,25750,11798,11751,11743,11740,,OR920346,11573,LN001.fasta,,2
LN002,,,east_africa,17,17,,,,1,None,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LN002,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_RABV_10_March_2022,1,10/3/22,,MinIon,,0,,,FAN52650,,,17,0,,,140481,140481,9454.760798,8422.665935,6680,0,41135,11845,11750,11746,11745,,OR920313,11621,LN002.fasta,,2
LN003,,,east_africa,18,18,,,,1,None,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LN003,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_RABV_10_March_2022,1,10/3/22,,MinIon,,0,,,FAN52650,,,18,0,,,113538,113538,7763.010819,7358.002157,5335,0,33911,11892,11810,11748,11744,,OR920268,11585,LN003.fasta,,2
LN004,,,east_africa,19,19,,,,1,None,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LN004,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_RABV_10_March_2022,1,10/3/22,,MinIon,,0,,,FAN52650,,,19,0,,,78734,78734,3479.742598,3051.060503,2667,0,16672,11798,11798,11750,11746,,OR920247,11596,LN004.fasta,,2
LN006,,,east_africa,20,20,,,,1,None,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LN006,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_RABV_10_March_2022,1,10/3/22,,MinIon,,0,,,FAN52650,,,20,0,,,53295,53295,2559.373312,1901.463915,1865,0,9359,11832,11755,11747,11742,,OR920260,11655,,,2
LN007,,,east_africa,21,21,,,,1,None,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LN007,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_RABV_10_March_2022,1,10/3/22,,MinIon,,0,,,FAN52650,,,21,0,,,152831,152831,11777.56395,8274.410574,9383,0,35536,11807,11798,11750,11746,,OR920203,11578,LN007.fasta,,2
Lunascript,,,east_africa,24,24,,,,4,None,Tanzania,,,,1,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunascript,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_12_November_2021,1,14/11/2021,,MinIon,,0,,,FAP60130,,,24,,,,14659,14659,584.3360731,771.2911308,238,0,4085,11408,10735,10057,8218,,,9450,Lunascript.fasta,,2
MAL1008,,,east_africa,16,16,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAL1008,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_21_Nov_2022,1,21/11/2022,,MinIon,,0,,,FAU46094,,,16,0,,,87640,87640,3511.735805,2190.268547,3056,0,12038,11753,11750,11747,11741,,OR920330,11636,MAL1008.fasta,,2
MAL1009,,,east_africa,15,15,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAL1009,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_21_Nov_2022,1,21/11/2022,,MinIon,,0,,,FAU46094,,,15,0,,,54084,54084,1944.980206,1423.213348,1915,0,8603,11751,11747,11746,11741,,OR920284,11618,MAL1009.fasta,,2
MAL1020,,,east_africa,25,25,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAL1020,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_21_Nov_2022,1,21/11/2022,,MinIon,,0,,,FAU46094,,,25,0,,,123702,123702,4265.495345,2957.54302,4356,0,15861,11762,11747,11747,11742,,OR920335,11635,MAL1020.fasta,,2
MAS1016,,,east_africa,24,24,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAS1016,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_21_Nov_2022,1,21/11/2022,,MinIon,,0,,,FAU46094,,,24,0,,,55333,55333,4904.338254,5175.991766,2410,0,19017,11883,11769,11746,11745,,OR920298,11582,MAS1016.fasta,,2
MORDC1011,,,east_africa,22,22,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORDC1011,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_21_Nov_2022,1,21/11/2022,,MinIon,,0,,,FAU46094,,,22,0,,,140979,140979,7506.079426,5409.56247,5993,0,24033,11904,11792,11748,11743,,OR920244,11642,MORDC1011.fasta,,2
MR001,,,east_africa,8,8,,,,1,None,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR001,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_RABV_10_March_2022,1,10/3/22,,MinIon,,0,,,FAN52650,,,8,0,,,212308,212308,12377.20406,9601.807003,9732,0,47017,11922,11758,11750,11746,,OR045929,11668,MR001.fasta,,2
MR002,,,east_africa,9,9,,,,1,None,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR002,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_RABV_10_March_2022,1,10/3/22,,MinIon,,0,,,FAN52650,,,9,0,,,189027,189027,10457.1789,7979.770627,7999,0,36864,11809,11752,11746,11739,,OR920287,11649,MR002.fasta,,2
MR003,,,east_africa,11,11,,,,1,None,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR003,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_RABV_10_March_2022,1,10/3/22,,MinIon,,0,,,FAN52650,,,11,0,,,161465,161465,7612.446616,4994.65811,6860,0,26004,11791,11754,11748,11744,,OR920332,11645,,,2
MR004,,,east_africa,12,12,,,,1,None,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR004,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_RABV_10_March_2022,1,10/3/22,,MinIon,,0,,,FAN52650,,,12,0,,,182425,182425,11810.42858,8934.592939,8763,0,43230,11905,11753,11747,11743,,OR920202,11664,MR004.fasta,,2
MR005,,,east_africa,14,14,,,,1,None,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR005,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_RABV_10_March_2022,1,10/3/22,,MinIon,,0,,,FAN52650,,,14,0,,,242895,242895,13912.3484,10308.3831,11017,0,49378,11910,11776,11750,11746,,OR045930,11664,MR005.fasta,,2
MR006,,,east_africa,15,15,,,,1,None,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR006,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_RABV_10_March_2022,1,10/3/22,,MinIon,,0,,,FAN52650,,,15,0,,,170819,170819,10531.75669,7974.873636,7721,0,39798,11910,11798,11749,11745,,OR045931,11655,MR006.fasta,,2
MR007,,,east_africa,16,16,,,,1,None,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR007,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_RABV_10_March_2022,1,10/3/22,,MinIon,,0,,,FAN52650,,,16,0,,,119400,119400,4961.33297,4055.985286,4177,0,24111,11798,11798,11747,11746,,OR920352,11576,MR007.fasta,,2
MR008,,,east_africa,3,Malinyi (MR008),,,,1,RNAshield,Tanzania,,,,0,,,Positive,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR008,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,RABV_kcri_13nov_KCRI_2019,1,13/11/2019,,MinIon,,0,,,,,,3,0,,,,,,,,,,,,,,,OR045932,,MR008.fasta,Malinyi,2
MR008,sequencing,2,east_africa,,,,,,,,,,,,,,,,,,,Gbirthday_14_04_2021,2,14/04/2021,,MinIon,,0,,,FN60240,,,11,0,,,,,,,,,,,,,,,OR045932,,,Malinyi,2
MR008,sequencing,3,east_africa,,,,,,,,,,,,,,,,,,,,3,13/01/2022,,MinIon,,0,,,,,,3,0,,,,,,,,,,,,,,,OR045932,,,Malinyi,2
MR009,,,east_africa,12,12,,,,1,RNAshield,Tanzania,,,,0,,,Positive,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR009,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,RABV_kcri_13nov_KCRI_2019,1,13/11/2019,,MinIon,,0,,,,,,12,0,,,,,,,,,,,,,,,OR045933,,MR009.fasta,,2
